,Prob. cluster 0,Prob. cluster 1,Prob. cluster 2,Prob. cluster 3,Prob. cluster 4,Prob. cluster 5,Prob. cluster 6,Prob. cluster 7,labels
1188,0.0,0.0,0.026,0.001,0.0,0.972,0.0,0.0,5
1189,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1190,0.0,0.0,0.0,0.993,0.007,0.0,0.0,0.0,3
1191,0.991,0.0,0.007,0.0,0.002,0.0,0.0,0.0,0
1192,0.596,0.0,0.001,0.01,0.394,0.0,0.0,0.0,0
1193,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
1194,0.86,0.0,0.0,0.037,0.103,0.0,0.0,0.0,0
1195,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1196,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4
1197,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5
1198,0.025,0.0,0.975,0.0,0.0,0.0,0.0,0.0,2
1199,0.975,0.0,0.024,0.0,0.0,0.0,0.0,0.0,0
1200,0.0,0.0,0.0,0.861,0.0,0.139,0.0,0.0,3
1201,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
1202,0.0,0.0,0.0,0.008,0.992,0.0,0.0,0.0,4
1203,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
1204,0.997,0.0,0.002,0.0,0.001,0.0,0.0,0.0,0
1205,0.001,0.0,0.005,0.0,0.0,0.994,0.0,0.0,5
1206,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5
1207,0.0,0.0,0.0,0.058,0.942,0.0,0.0,0.0,4
1208,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
1209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
1210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
1211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
1212,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5
1213,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4
1214,0.383,0.0,0.0,0.562,0.055,0.0,0.0,0.0,3
1215,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4
1216,0.121,0.0,0.007,0.0,0.0,0.872,0.0,0.0,5
1217,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4
1218,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4
1219,0.981,0.0,0.0,0.0,0.019,0.0,0.0,0.0,0
1220,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
1222,0.999,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0
1223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
1224,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1225,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5
1226,0.024,0.0,0.005,0.0,0.971,0.0,0.0,0.0,4
1227,0.998,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0
1228,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
1229,0.995,0.0,0.0,0.004,0.002,0.0,0.0,0.0,0
1230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
1231,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
1232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
1233,0.85,0.0,0.0,0.001,0.15,0.0,0.0,0.0,0
1234,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5
1235,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5
1236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
1237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
1238,0.351,0.0,0.0,0.0,0.0,0.649,0.0,0.0,5
1239,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
1240,0.0,0.0,0.899,0.0,0.101,0.0,0.0,0.0,2
1241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
1242,0.997,0.0,0.001,0.001,0.002,0.0,0.0,0.0,0
1243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
1244,0.0,0.0,0.0,0.001,0.999,0.0,0.0,0.0,4
1245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
1246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
1247,0.968,0.0,0.0,0.032,0.0,0.0,0.0,0.0,0
1248,0.009,0.0,0.0,0.0,0.991,0.0,0.0,0.0,4
1249,0.001,0.0,0.0,0.001,0.998,0.0,0.0,0.0,4
1250,0.0,0.0,0.0,0.001,0.999,0.0,0.0,0.0,4
1251,0.0,0.0,0.999,0.0,0.001,0.0,0.0,0.0,2
1252,0.745,0.0,0.255,0.0,0.0,0.0,0.0,0.0,0
1253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
1254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
1255,0.994,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0
1256,0.996,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0
1257,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4
1258,0.0,0.0,0.993,0.003,0.004,0.0,0.0,0.0,2
1259,0.0,0.0,0.001,0.007,0.993,0.0,0.0,0.0,4
1260,0.864,0.0,0.0,0.001,0.135,0.0,0.0,0.0,0
1261,0.994,0.0,0.0,0.001,0.0,0.005,0.0,0.0,0
1262,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
1263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
1264,0.0,0.0,0.0,0.63,0.37,0.0,0.0,0.0,3
1265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
1266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
1267,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
1268,0.0,0.0,0.01,0.0,0.0,0.99,0.0,0.0,5
1269,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5
1270,0.997,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0
1271,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5
1272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
1273,0.0,0.0,0.291,0.0,0.0,0.709,0.0,0.0,5
1274,0.002,0.0,0.0,0.0,0.0,0.998,0.0,0.0,5
1275,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1276,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5
1277,0.999,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0
1278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
1279,0.0,0.0,0.191,0.013,0.796,0.0,0.0,0.0,4
1280,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
1281,0.0,0.0,0.036,0.0,0.964,0.0,0.0,0.0,4
1282,0.0,0.0,0.044,0.0,0.956,0.0,0.0,0.0,4
1283,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1284,0.162,0.0,0.838,0.0,0.0,0.0,0.0,0.0,2
1285,0.229,0.0,0.001,0.0,0.769,0.0,0.0,0.0,4
1286,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5
1287,0.252,0.0,0.0,0.748,0.0,0.0,0.0,0.0,3
1288,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5
1289,0.0,0.0,0.009,0.611,0.38,0.0,0.0,0.0,3
1290,0.0,0.0,0.0,0.017,0.983,0.0,0.0,0.0,4
1291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
1292,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
1293,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5
1294,0.0,0.0,0.0,0.002,0.0,0.998,0.0,0.0,5
1295,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
1296,0.635,0.0,0.0,0.0,0.365,0.0,0.0,0.0,0
1297,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1298,0.004,0.0,0.0,0.3,0.696,0.0,0.0,0.0,4
1299,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
1300,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5
1301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
1302,0.0,0.0,0.003,0.108,0.89,0.0,0.0,0.0,4
1303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
1304,0.0,0.0,0.0,0.012,0.988,0.0,0.0,0.0,4
1305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
1306,0.0,0.0,0.0,0.01,0.99,0.0,0.0,0.0,4
1307,0.717,0.0,0.0,0.283,0.0,0.0,0.0,0.0,0
1308,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5
1309,0.0,0.0,0.002,0.0,0.998,0.0,0.0,0.0,4
1310,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4
1311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
1312,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4
1313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
1314,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1315,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
1316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
1317,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5
1318,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5
1319,0.979,0.0,0.0,0.001,0.02,0.0,0.0,0.0,0
1320,0.842,0.0,0.053,0.0,0.105,0.0,0.0,0.0,0
1321,0.0,0.0,0.958,0.0,0.042,0.0,0.0,0.0,2
1322,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
1323,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5
1324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
1325,0.069,0.0,0.0,0.101,0.83,0.0,0.0,0.0,4
1326,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
1327,0.0,0.0,0.0,0.008,0.991,0.0,0.0,0.0,4
1328,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1329,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
1330,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1331,0.989,0.0,0.0,0.002,0.008,0.0,0.0,0.0,0
1332,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
1333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1334,0.053,0.0,0.0,0.0,0.946,0.0,0.0,0.0,4
1335,0.0,0.0,0.013,0.0,0.987,0.0,0.0,0.0,4
1336,0.0,0.0,0.342,0.359,0.299,0.0,0.0,0.0,3
1337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
1338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
1339,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
1341,0.0,0.0,0.818,0.182,0.0,0.0,0.0,0.0,2
1342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
1343,0.0,0.0,0.0,0.001,0.999,0.0,0.0,0.0,4
1344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
1345,0.0,0.0,0.0,0.018,0.982,0.0,0.0,0.0,4
1346,0.964,0.0,0.0,0.036,0.0,0.0,0.0,0.0,0
1347,0.605,0.0,0.395,0.0,0.0,0.0,0.0,0.0,0
1348,0.0,0.0,0.0,0.913,0.087,0.0,0.0,0.0,3
1349,0.032,0.0,0.0,0.831,0.045,0.091,0.0,0.0,3
1350,0.075,0.0,0.715,0.012,0.199,0.0,0.0,0.0,2
1351,0.078,0.0,0.0,0.001,0.921,0.0,0.0,0.0,4
1352,0.0,0.0,0.0,0.001,0.999,0.0,0.0,0.0,4
1353,0.976,0.0,0.024,0.0,0.0,0.0,0.0,0.0,0
1354,0.0,0.0,0.002,0.997,0.001,0.0,0.0,0.0,3
1355,0.397,0.0,0.565,0.0,0.038,0.0,0.0,0.0,2
1356,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1357,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
1358,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5
1359,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
1360,0.005,0.0,0.995,0.0,0.0,0.0,0.0,0.0,2
1361,0.954,0.0,0.046,0.0,0.0,0.0,0.0,0.0,0
1362,0.999,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0
1363,0.012,0.0,0.0,0.988,0.0,0.0,0.0,0.0,3
1364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
1365,0.0,0.0,0.002,0.006,0.992,0.0,0.0,0.0,4
1366,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5
1367,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
1368,0.0,0.0,0.0,0.003,0.997,0.0,0.0,0.0,4
1369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
1370,0.0,0.0,0.0,0.001,0.999,0.0,0.0,0.0,4
1371,0.798,0.0,0.196,0.0,0.006,0.0,0.0,0.0,0
1372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
1373,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1374,0.997,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0
1375,0.976,0.0,0.0,0.0,0.024,0.0,0.0,0.0,0
1376,0.028,0.0,0.0,0.0,0.0,0.972,0.0,0.0,5
1377,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5
1378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
1379,0.956,0.0,0.0,0.043,0.0,0.0,0.002,0.0,0
1380,0.0,0.0,0.0,0.969,0.007,0.024,0.0,0.0,3
1381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
1382,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5
1383,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
1384,0.007,0.0,0.0,0.0,0.0,0.993,0.0,0.0,5
1385,0.996,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0
1386,0.0,0.0,0.003,0.467,0.53,0.0,0.0,0.0,4
1387,0.0,0.0,0.021,0.027,0.951,0.0,0.0,0.0,4
1388,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5
1389,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5
1390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
1391,0.0,0.0,0.001,0.0,0.0,0.999,0.0,0.0,5
1392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
1393,0.019,0.0,0.046,0.0,0.0,0.935,0.0,0.0,5
1394,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5
1395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
1396,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
1397,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5
1398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
1399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
1400,0.0,0.0,0.127,0.844,0.029,0.0,0.0,0.0,3
1401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
1402,0.0,0.0,0.0,0.002,0.997,0.0,0.0,0.0,4
1403,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5
1404,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.998,7
1405,0.046,0.0,0.0,0.044,0.909,0.0,0.0,0.0,4
1406,0.0,0.0,0.001,0.0,0.999,0.0,0.0,0.0,4
1407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
1408,0.0,0.924,0.0,0.0,0.0,0.0,0.0,0.076,1
1409,0.0,0.0,0.004,0.0,0.0,0.996,0.0,0.0,5
1410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
1411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
1412,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5
1413,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
1414,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
1415,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4
1416,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
1417,0.0,0.0,0.0,0.001,0.999,0.0,0.0,0.0,4
1418,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
1419,0.001,0.0,0.001,0.469,0.529,0.0,0.0,0.0,4
1420,0.075,0.0,0.001,0.001,0.924,0.0,0.0,0.0,4
1421,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
1422,0.002,0.0,0.998,0.0,0.0,0.0,0.0,0.0,2
1423,0.0,0.0,0.003,0.0,0.0,0.997,0.0,0.0,5
1424,0.98,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0
1425,0.999,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0
1426,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5
1427,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
1428,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4
1429,0.017,0.0,0.983,0.0,0.0,0.0,0.0,0.0,2
1430,0.0,0.0,0.007,0.0,0.0,0.993,0.0,0.0,5
1431,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
1432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
1433,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5
1434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
1435,0.005,0.0,0.995,0.0,0.0,0.0,0.0,0.0,2
1436,0.0,0.0,0.015,0.0,0.984,0.0,0.0,0.0,4
1437,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1438,0.981,0.0,0.018,0.0,0.0,0.0,0.0,0.0,0
1439,0.0,0.0,0.0,0.006,0.0,0.994,0.0,0.0,5
1440,0.001,0.0,0.0,0.999,0.0,0.0,0.0,0.0,3
1441,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
1443,0.0,0.0,0.0,0.275,0.0,0.725,0.0,0.0,5
1444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
1445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
1446,0.0,0.0,0.0,0.002,0.0,0.998,0.0,0.0,5
1447,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
1448,0.998,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0
1449,0.0,0.0,0.0,0.008,0.992,0.0,0.0,0.0,4
1450,0.737,0.0,0.0,0.263,0.0,0.0,0.0,0.0,0
1451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
1452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
1453,0.0,0.0,0.0,0.001,0.999,0.0,0.0,0.0,4
1454,0.822,0.0,0.0,0.0,0.178,0.0,0.0,0.0,0
1455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
1456,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1457,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
1458,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5
1459,0.0,0.0,0.001,0.0,0.999,0.0,0.0,0.0,4
1460,0.0,0.0,0.0,0.0,0.0,0.997,0.003,0.0,5
1461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
1462,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
1463,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4
1464,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4
1465,0.0,0.0,0.0,0.649,0.351,0.0,0.0,0.0,3
1466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
1467,0.0,0.0,0.066,0.0,0.011,0.923,0.0,0.0,5
1468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
1469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
1470,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5
1471,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
1472,0.0,0.0,0.001,0.0,0.999,0.0,0.0,0.0,4
1473,0.993,0.0,0.0,0.005,0.003,0.0,0.0,0.0,0
1474,0.75,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0
1475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
1476,0.025,0.0,0.001,0.0,0.974,0.0,0.0,0.0,4
1477,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5
1478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
1479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
1480,0.0,0.0,0.001,0.0,0.0,0.999,0.0,0.0,5
1481,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.998,7
1482,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5
1483,0.983,0.0,0.0,0.001,0.016,0.0,0.0,0.0,0
1484,0.991,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0
1485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
1486,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
1487,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
1488,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
1489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
1490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
1491,0.0,0.0,0.0,0.988,0.0,0.012,0.0,0.0,3
1492,0.447,0.0,0.553,0.0,0.0,0.0,0.0,0.0,2
1493,0.063,0.0,0.0,0.0,0.937,0.0,0.0,0.0,4
1494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
1495,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
1496,0.031,0.0,0.0,0.001,0.0,0.968,0.0,0.0,5
1497,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5
1498,0.0,0.0,0.0,0.999,0.001,0.0,0.0,0.0,3
1499,0.0,0.0,0.0,0.001,0.999,0.0,0.0,0.0,4
1500,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4
1501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
1502,0.002,0.0,0.0,0.998,0.0,0.0,0.0,0.0,3
1503,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
1504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
1505,0.014,0.0,0.002,0.984,0.0,0.0,0.0,0.0,3
1506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
1507,0.0,0.0,0.001,0.0,0.0,0.999,0.0,0.0,5
1508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
1509,0.0,0.0,0.0,0.007,0.993,0.0,0.0,0.0,4
1510,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
1511,0.017,0.0,0.0,0.983,0.0,0.0,0.0,0.0,3
1512,0.0,0.0,0.002,0.998,0.0,0.0,0.0,0.0,3
1513,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1514,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1515,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4
1516,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
1517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
1518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
1519,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
1520,0.0,0.0,0.052,0.0,0.948,0.0,0.0,0.0,4
1521,0.995,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0
1522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
1523,0.999,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0
1524,0.0,0.0,0.0,0.323,0.677,0.0,0.0,0.0,4
1525,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
1526,0.0,0.0,0.037,0.0,0.0,0.963,0.0,0.0,5
1527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
1528,0.991,0.0,0.0,0.009,0.0,0.0,0.0,0.0,0
1529,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1530,0.0,0.0,0.001,0.0,0.0,0.999,0.0,0.0,5
1531,0.003,0.0,0.058,0.0,0.938,0.0,0.0,0.0,4
1532,0.005,0.0,0.0,0.0,0.994,0.0,0.0,0.0,4
1533,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1534,0.949,0.0,0.0,0.006,0.044,0.002,0.0,0.0,0
1535,0.0,0.0,0.0,0.003,0.997,0.0,0.0,0.0,4
1536,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4
1537,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
1538,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4
1539,0.0,0.0,0.0,0.323,0.677,0.0,0.0,0.0,4
1540,0.999,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0
1541,0.0,0.0,0.0,0.999,0.0,0.001,0.0,0.0,3
1542,0.254,0.0,0.0,0.745,0.0,0.0,0.0,0.0,3
1543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
1544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
1545,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5
1546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
1547,0.839,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0
1548,0.0,0.0,0.0,0.97,0.0,0.03,0.0,0.0,3
1549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
1550,0.0,0.0,0.0,0.687,0.313,0.0,0.0,0.0,3
1551,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
1552,0.997,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0
1553,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
1554,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1555,0.0,0.0,0.0,0.987,0.0,0.013,0.0,0.0,3
1556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
1557,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
1558,0.722,0.0,0.011,0.0,0.267,0.0,0.0,0.0,0
1559,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5
1560,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
1561,0.001,0.0,0.001,0.734,0.264,0.0,0.0,0.0,3
1562,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
