,Prob. cluster 0,Prob. cluster 1,Prob. cluster 2,Prob. cluster 3,Prob. cluster 4,Prob. cluster 5,Prob. cluster 6,Prob. cluster 7,labels
149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
150,0.92,0.0,0.001,0.077,0.0,0.0,0.001,0.0,0
151,0.941,0.0,0.005,0.0,0.0,0.054,0.0,0.0,0
152,0.001,0.0,0.0,0.001,0.997,0.0,0.0,0.0,4
153,0.994,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0
154,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
155,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5
156,0.0,0.0,0.002,0.992,0.007,0.0,0.0,0.0,3
157,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
158,0.283,0.0,0.048,0.001,0.669,0.0,0.0,0.0,4
159,0.005,0.0,0.06,0.0,0.935,0.0,0.0,0.0,4
160,0.0,0.0,0.0,0.001,0.999,0.0,0.0,0.0,4
161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
162,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
163,0.0,0.0,0.002,0.0,0.0,0.998,0.0,0.0,5
164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
165,0.997,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0
166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
168,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4
169,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5
170,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5
171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
173,0.002,0.0,0.085,0.913,0.0,0.0,0.0,0.0,3
174,0.0,0.0,0.001,0.0,0.0,0.999,0.0,0.0,5
175,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.999,7
176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
177,0.001,0.0,0.0,0.013,0.986,0.0,0.0,0.0,4
178,0.0,0.0,0.0,0.746,0.254,0.0,0.0,0.0,3
179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
180,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
181,0.981,0.0,0.0,0.0,0.019,0.0,0.0,0.0,0
182,0.0,0.989,0.0,0.0,0.0,0.0,0.0,0.011,1
183,0.0,0.0,0.008,0.0,0.003,0.989,0.0,0.0,5
184,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
185,0.0,0.0,0.0,0.002,0.997,0.0,0.0,0.0,4
186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
190,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5
191,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
192,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5
193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
194,0.037,0.0,0.963,0.0,0.0,0.0,0.0,0.0,2
195,0.0,0.0,0.0,0.467,0.533,0.0,0.0,0.0,4
196,0.069,0.0,0.0,0.931,0.001,0.0,0.0,0.0,3
197,0.0,0.0,0.0,0.007,0.993,0.0,0.0,0.0,4
198,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5
199,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4
200,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
201,0.005,0.0,0.042,0.0,0.0,0.953,0.0,0.0,5
202,0.005,0.0,0.0,0.0,0.0,0.995,0.0,0.0,5
203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
205,0.021,0.0,0.016,0.0,0.0,0.963,0.0,0.0,5
206,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5
207,0.0,0.0,0.0,0.001,0.999,0.0,0.0,0.0,4
208,0.0,0.0,0.001,0.0,0.0,0.999,0.0,0.0,5
209,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
210,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
211,0.0,0.0,0.0,0.64,0.36,0.0,0.0,0.0,3
212,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
213,0.0,0.0,0.12,0.0,0.88,0.0,0.0,0.0,4
214,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5
215,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
218,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
219,0.863,0.0,0.0,0.137,0.0,0.0,0.0,0.0,0
220,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
221,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5
222,0.006,0.0,0.0,0.994,0.0,0.0,0.0,0.0,3
223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
224,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5
225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
226,0.0,0.0,0.008,0.0,0.0,0.992,0.0,0.0,5
227,0.0,0.0,0.0,0.899,0.101,0.0,0.0,0.0,3
228,0.986,0.0,0.0,0.001,0.012,0.0,0.0,0.0,0
229,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
230,0.515,0.0,0.0,0.001,0.484,0.0,0.0,0.0,0
231,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
234,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
235,0.0,0.0,0.0,0.999,0.0,0.0,0.0,0.0,3
236,0.0,0.0,0.222,0.0,0.0,0.778,0.0,0.0,5
237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
238,0.0,0.999,0.0,0.0,0.0,0.0,0.0,0.001,1
239,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5
240,0.0,0.0,0.998,0.0,0.0,0.0,0.002,0.0,2
241,0.0,0.0,0.004,0.0,0.996,0.0,0.0,0.0,4
242,0.0,0.0,0.267,0.0,0.733,0.0,0.0,0.0,4
243,0.025,0.0,0.0,0.168,0.807,0.0,0.0,0.0,4
244,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
246,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
247,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
248,0.0,0.0,0.0,0.975,0.025,0.0,0.0,0.0,3
249,0.007,0.0,0.0,0.0,0.992,0.0,0.0,0.0,4
250,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5
251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
253,0.0,0.0,0.124,0.845,0.031,0.0,0.0,0.0,3
254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
255,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5
256,0.011,0.0,0.013,0.266,0.711,0.0,0.0,0.0,4
257,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
259,0.0,0.0,0.019,0.981,0.0,0.0,0.0,0.0,3
260,0.0,0.0,0.004,0.0,0.0,0.995,0.0,0.0,5
261,0.004,0.0,0.0,0.995,0.0,0.0,0.0,0.0,3
262,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
264,0.996,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0
265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
266,0.0,0.998,0.0,0.0,0.0,0.0,0.0,0.002,1
267,0.0,0.0,0.019,0.98,0.0,0.0,0.0,0.0,3
268,0.879,0.0,0.0,0.001,0.12,0.0,0.0,0.0,0
269,0.009,0.0,0.082,0.0,0.0,0.909,0.0,0.0,5
270,0.0,0.0,0.004,0.011,0.985,0.0,0.0,0.0,4
271,0.009,0.0,0.0,0.001,0.989,0.0,0.0,0.0,4
272,0.953,0.0,0.0,0.047,0.0,0.0,0.0,0.0,0
273,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4
274,0.0,0.0,0.0,0.001,0.999,0.0,0.0,0.0,4
275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
277,0.955,0.0,0.0,0.003,0.042,0.0,0.0,0.0,0
278,0.015,0.0,0.0,0.016,0.0,0.969,0.0,0.0,5
279,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
281,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.999,7
282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
284,0.016,0.0,0.983,0.0,0.0,0.0,0.0,0.0,2
285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
286,0.044,0.0,0.956,0.0,0.0,0.0,0.0,0.0,2
287,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
288,0.983,0.0,0.016,0.0,0.0,0.0,0.0,0.0,0
289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
290,0.0,0.0,0.0,0.96,0.04,0.0,0.0,0.0,3
291,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
292,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
293,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4
294,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
295,0.0,0.0,0.003,0.0,0.0,0.997,0.0,0.0,5
296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
297,0.979,0.0,0.0,0.021,0.0,0.0,0.0,0.0,0
298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
299,0.0,0.0,0.032,0.0,0.968,0.0,0.0,0.0,4
300,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
301,0.991,0.0,0.0,0.009,0.0,0.0,0.0,0.0,0
302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
303,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5
304,0.0,0.0,0.0,0.002,0.998,0.0,0.0,0.0,4
305,0.001,0.0,0.996,0.002,0.0,0.0,0.0,0.0,2
306,0.0,0.0,0.036,0.0,0.0,0.964,0.0,0.0,5
307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
308,0.0,0.0,0.0,0.987,0.013,0.0,0.0,0.0,3
309,0.998,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0
310,0.0,0.0,0.006,0.0,0.0,0.994,0.0,0.0,5
311,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
314,0.0,0.0,0.0,0.001,0.999,0.0,0.0,0.0,4
315,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
316,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
317,0.0,0.0,0.0,0.002,0.998,0.0,0.0,0.0,4
318,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4
319,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
320,0.0,0.0,0.0,0.097,0.903,0.0,0.0,0.0,4
321,0.0,0.0,0.0,0.854,0.146,0.0,0.0,0.0,3
322,0.0,0.0,0.005,0.995,0.0,0.0,0.0,0.0,3
323,0.0,0.0,0.01,0.986,0.004,0.0,0.0,0.0,3
324,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5
325,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5
326,0.0,0.0,0.017,0.001,0.982,0.0,0.0,0.0,4
327,0.996,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0
328,0.195,0.0,0.0,0.0,0.804,0.0,0.0,0.0,4
329,0.0,0.0,0.002,0.0,0.998,0.0,0.0,0.0,4
330,0.0,0.0,0.0,0.999,0.0,0.001,0.0,0.0,3
331,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5
332,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5
334,0.701,0.0,0.0,0.005,0.0,0.294,0.0,0.0,0
335,0.0,0.0,0.996,0.0,0.0,0.0,0.003,0.0,2
336,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5
337,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5
338,0.099,0.0,0.018,0.0,0.883,0.0,0.0,0.0,4
339,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5
340,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5
341,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
342,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5
343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
344,0.533,0.0,0.001,0.309,0.157,0.0,0.0,0.0,0
345,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
346,0.009,0.0,0.0,0.974,0.0,0.017,0.0,0.0,3
347,0.989,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0
348,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5
349,0.0,0.0,0.162,0.825,0.012,0.0,0.0,0.0,3
350,0.991,0.0,0.0,0.009,0.0,0.0,0.0,0.0,0
351,0.0,0.0,0.026,0.0,0.0,0.974,0.0,0.0,5
352,0.0,0.0,0.029,0.97,0.0,0.0,0.001,0.0,3
353,0.0,0.0,0.0,0.998,0.002,0.0,0.0,0.0,3
354,0.001,0.0,0.0,0.0,0.999,0.0,0.0,0.0,4
355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
360,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
361,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5
362,0.0,0.0,0.001,0.0,0.0,0.999,0.0,0.0,5
363,0.0,0.0,0.007,0.0,0.0,0.0,0.993,0.0,6
364,0.006,0.0,0.0,0.0,0.994,0.0,0.0,0.0,4
365,0.0,0.0,0.0,0.999,0.0,0.001,0.0,0.0,3
366,0.069,0.0,0.001,0.0,0.0,0.93,0.0,0.0,5
367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
368,0.0,0.0,0.0,0.001,0.999,0.0,0.0,0.0,4
369,0.999,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0
370,0.0,0.0,0.0,0.001,0.999,0.0,0.0,0.0,4
371,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5
372,0.044,0.0,0.956,0.0,0.0,0.0,0.0,0.0,2
373,0.975,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0
374,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2
375,0.999,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0
376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7
377,0.001,0.0,0.999,0.0,0.0,0.0,0.0,0.0,2
378,0.999,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0
