,Unnamed: 0,Rk,Player1,Player2,Player3,Player4,Player5,MP,PTS,New PTS,Tm
197,197,199,Leandro Barbosa 2016,Stephen Curry 2016,Draymond Green 2016,Andre Iguodala 2016,Marreese Speights 2016,33.11,41.0,22.86419609375,GSW
198,198,200,Trevor Ariza 2016,Patrick Beverley 2016,James Harden 2016,Dwight Howard 2016,Donatas Motiej?nas 2016,294.43,11.1,11.1,HOU
199,199,201,Trevor Ariza 2016,Patrick Beverley 2016,Corey Brewer 2016,James Harden 2016,Dwight Howard 2016,200.5,-6.3,-6.3,HOU
200,200,202,Trevor Ariza 2016,Patrick Beverley 2016,Clint Capela 2016,James Harden 2016,Dwight Howard 2016,196.02,10.2,10.2,HOU
201,201,203,Trevor Ariza 2016,Patrick Beverley 2016,James Harden 2016,Dwight Howard 2016,Josh Smith 2016,109.17,8.1,3.7557390625,HOU
202,202,204,Trevor Ariza 2016,Patrick Beverley 2016,James Harden 2016,Dwight Howard 2016,Terrence Jones 2016,91.59,-23.2,-12.0973734375,HOU
203,203,205,Trevor Ariza 2016,James Harden 2016,Dwight Howard 2016,Ty Lawson 2016,Marcus Thornton 2016,80.16,2.9,0.06322499999999986,HOU
204,204,206,Trevor Ariza 2016,James Harden 2016,Dwight Howard 2016,Terrence Jones 2016,Jason Terry 2016,79.45,-16.4,-7.941164062499999,HOU
205,205,207,Trevor Ariza 2016,Patrick Beverley 2016,Clint Capela 2016,James Harden 2016,Terrence Jones 2016,77.15,-1.9,-1.9418723958333333,HOU
206,206,208,Trevor Ariza 2016,Patrick Beverley 2016,Corey Brewer 2016,Clint Capela 2016,James Harden 2016,74.36,28.9,9.98569375,HOU
207,207,209,Trevor Ariza 2016,James Harden 2016,Dwight Howard 2016,Terrence Jones 2016,Ty Lawson 2016,70.35,-7.5,-3.9962265625,HOU
208,208,210,Trevor Ariza 2016,Michael Beasley 2016,Patrick Beverley 2016,James Harden 2016,Dwight Howard 2016,69.51,-24.9,-10.2713765625,HOU
209,209,211,Trevor Ariza 2016,Patrick Beverley 2016,James Harden 2016,Dwight Howard 2016,Marcus Thornton 2016,64.52,21.4,5.883293749999997,HOU
210,210,212,Trevor Ariza 2016,Clint Capela 2016,James Harden 2016,Ty Lawson 2016,Marcus Thornton 2016,63.05,17.3,4.357986979166666,HOU
211,211,213,Trevor Ariza 2016,Patrick Beverley 2016,James Harden 2016,Dwight Howard 2016,Jason Terry 2016,61.46,6.9,0.8693239583333334,HOU
212,212,214,Trevor Ariza 2016,Clint Capela 2016,James Harden 2016,Terrence Jones 2016,Ty Lawson 2016,57.52,-10.5,-4.525445833333333,HOU
213,213,215,Trevor Ariza 2016,Corey Brewer 2016,James Harden 2016,Dwight Howard 2016,Jason Terry 2016,53.53,19.6,4.043760937500001,HOU
214,214,216,Trevor Ariza 2016,Clint Capela 2016,James Harden 2016,Terrence Jones 2016,Jason Terry 2016,45.11,-30.3,-8.626074479166668,HOU
215,215,217,Corey Brewer 2016,Clint Capela 2016,Terrence Jones 2016,Ty Lawson 2016,Marcus Thornton 2016,43.35,-28.9,-8.0502890625,HOU
216,216,218,Trevor Ariza 2016,Clint Capela 2016,James Harden 2016,Dwight Howard 2016,Jason Terry 2016,35.44,17.2,1.5684624999999996,HOU
217,217,219,Trevor Ariza 2016,Michael Beasley 2016,Clint Capela 2016,James Harden 2016,Jason Terry 2016,31.25,-33.1,-7.036731770833334,HOU
218,218,220,Monta Ellis 2016,Paul George 2016,George Hill 2016,Ian Mahinmi 2016,Myles Turner 2016,450.01,4.0,4.0,IND
219,219,221,Monta Ellis 2016,Paul George 2016,George Hill 2016,Ian Mahinmi 2016,C.J. Miles 2016,332.53,-6.7,-6.7,IND
220,220,222,Lavoy Allen 2016,Monta Ellis 2016,Paul George 2016,George Hill 2016,Ian Mahinmi 2016,332.17,6.7,6.7,IND
221,221,223,Monta Ellis 2016,Paul George 2016,George Hill 2016,Jordan Hill 2016,Myles Turner 2016,155.2,-5.4,-3.110648148148147,IND
222,222,224,Monta Ellis 2016,Paul George 2016,George Hill 2016,Solomon Hill 2016,Ian Mahinmi 2016,104.56,24.5,16.32274074074074,IND
223,223,225,Lavoy Allen 2016,Chase Budinger 2016,George Hill 2016,Jordan Hill 2016,Rodney Stuckey 2016,91.17,17.7,11.841590277777776,IND
224,224,226,Lavoy Allen 2016,Monta Ellis 2016,Paul George 2016,George Hill 2016,Jordan Hill 2016,86.29,22.1,13.535532407407407,IND
225,225,227,Lavoy Allen 2016,Monta Ellis 2016,Paul George 2016,Jordan Hill 2016,Rodney Stuckey 2016,74.14,9.2,7.569876157407408,IND
226,226,228,Monta Ellis 2016,Paul George 2016,Jordan Hill 2016,C.J. Miles 2016,Rodney Stuckey 2016,61.52,5.6,6.241828703703702,IND
227,227,229,Monta Ellis 2016,Paul George 2016,George Hill 2016,Jordan Hill 2016,C.J. Miles 2016,58.52,15.9,9.395939814814817,IND
228,228,230,Monta Ellis 2016,Paul George 2016,George Hill 2016,Jordan Hill 2016,Ian Mahinmi 2016,48.1,-20.8,-0.3059085648148159,IND
229,229,232,Lavoy Allen 2016,Monta Ellis 2016,Paul George 2016,Ian Mahinmi 2016,Rodney Stuckey 2016,45.52,22.3,10.279824074074076,IND
230,230,233,Chase Budinger 2016,Monta Ellis 2016,Paul George 2016,Ian Mahinmi 2016,C.J. Miles 2016,43.48,17.9,9.116004629629627,IND
231,231,234,Lavoy Allen 2016,Paul George 2016,George Hill 2016,Jordan Hill 2016,Rodney Stuckey 2016,36.49,3.8,6.022857060185184,IND
232,232,235,Lavoy Allen 2016,Monta Ellis 2016,Paul George 2016,George Hill 2016,Myles Turner 2016,35.44,-10.5,3.398324074074073,IND
233,233,236,Monta Ellis 2016,Paul George 2016,Ian Mahinmi 2016,C.J. Miles 2016,Rodney Stuckey 2016,34.58,-15.5,2.5741481481481485,IND
234,234,237,Chase Budinger 2016,George Hill 2016,Jordan Hill 2016,C.J. Miles 2016,Rodney Stuckey 2016,33.25,-4.3,4.6664351851851835,IND
235,235,239,Lavoy Allen 2016,Monta Ellis 2016,Paul George 2016,Ian Mahinmi 2016,Glenn Robinson III 2016,28.17,31.3,10.176548611111112,IND
236,236,240,DeAndre Jordan 2016,Luc Mbah a Moute 2016,Chris Paul 2016,Paul Pierce 2016,J.J. Redick 2016,374.18,10.2,10.2,LAC
237,237,241,Blake Griffin 2016,DeAndre Jordan 2016,Luc Mbah a Moute 2016,Chris Paul 2016,J.J. Redick 2016,273.12,19.4,19.4,LAC
238,238,242,Cole Aldrich 2016,Jamal Crawford 2016,Wesley Johnson 2016,Pablo Prigioni 2016,Austin Rivers 2016,185.38,-17.0,-16.23663125,LAC
239,239,243,Wesley Johnson 2016,DeAndre Jordan 2016,Luc Mbah a Moute 2016,Chris Paul 2016,J.J. Redick 2016,157.44,16.4,14.3732,LAC
240,240,244,Blake Griffin 2016,DeAndre Jordan 2016,Chris Paul 2016,J.J. Redick 2016,Lance Stephenson 2016,154.39,18.1,15.561325,LAC
241,241,245,Jamal Crawford 2016,Wesley Johnson 2016,DeAndre Jordan 2016,Chris Paul 2016,J.J. Redick 2016,129.52,18.8,14.354808333333335,LAC
242,242,246,Blake Griffin 2016,Wesley Johnson 2016,DeAndre Jordan 2016,Chris Paul 2016,J.J. Redick 2016,99.42,7.4,6.31025625,LAC
243,243,247,Jeff Green 2016,DeAndre Jordan 2016,Luc Mbah a Moute 2016,Chris Paul 2016,J.J. Redick 2016,94.24,12.2,8.605283333333333,LAC
244,244,248,Jamal Crawford 2016,Blake Griffin 2016,DeAndre Jordan 2016,Chris Paul 2016,J.J. Redick 2016,83.27,14.2,9.069303125,LAC
245,245,249,Jamal Crawford 2016,DeAndre Jordan 2016,Chris Paul 2016,Paul Pierce 2016,J.J. Redick 2016,82.56,15.6,9.6378,LAC
246,246,250,Jamal Crawford 2016,Paul Pierce 2016,Austin Rivers 2016,Josh Smith 2016,Lance Stephenson 2016,80.12,-7.4,-0.09283750000000036,LAC
247,247,251,Jamal Crawford 2016,Wesley Johnson 2016,Paul Pierce 2016,Austin Rivers 2016,Josh Smith 2016,72.5,-34.2,-9.71494791666667,LAC
248,248,252,Jeff Green 2016,DeAndre Jordan 2016,Chris Paul 2016,Paul Pierce 2016,J.J. Redick 2016,70.44,-9.4,-0.19436250000000133,LAC
249,249,253,Jamal Crawford 2016,Wesley Johnson 2016,DeAndre Jordan 2016,Chris Paul 2016,Austin Rivers 2016,61.4,6.3,5.510958333333333,LAC
250,250,254,Cole Aldrich 2016,Jamal Crawford 2016,Jeff Green 2016,Wesley Johnson 2016,Austin Rivers 2016,56.19,-0.1,3.606481249999999,LAC
251,251,255,Jamal Crawford 2016,DeAndre Jordan 2016,Luc Mbah a Moute 2016,Chris Paul 2016,J.J. Redick 2016,53.35,13.3,7.407375,LAC
252,252,256,Jeff Green 2016,Wesley Johnson 2016,DeAndre Jordan 2016,Chris Paul 2016,J.J. Redick 2016,47.04,13.1,7.0901999999999985,LAC
253,253,257,Jamal Crawford 2016,Jeff Green 2016,DeAndre Jordan 2016,Chris Paul 2016,J.J. Redick 2016,41.4,-17.9,0.17200000000000015,LAC
254,254,258,Cole Aldrich 2016,Jamal Crawford 2016,Jeff Green 2016,Pablo Prigioni 2016,Austin Rivers 2016,41.27,5.8,5.281865624999998,LAC
255,255,259,Jamal Crawford 2016,Wesley Johnson 2016,DeAndre Jordan 2016,Pablo Prigioni 2016,Austin Rivers 2016,40.21,18.0,7.8332322916666675,LAC
256,256,260,Kobe Bryant* 2016,Jordan Clarkson 2016,Roy Hibbert 2016,Julius Randle 2016,D'Angelo Russell 2016,570.47,-24.0,-24.0,LAL
257,257,261,Kobe Bryant* 2016,Jordan Clarkson 2016,Roy Hibbert 2016,Larry Nance Jr. 2016,Lou Williams 2016,219.48,-21.0,-21.0,LAL
258,258,262,Kobe Bryant* 2016,Jordan Clarkson 2016,Roy Hibbert 2016,Julius Randle 2016,Lou Williams 2016,198.12,-25.8,-25.8,LAL
259,259,263,Anthony Brown 2016,Jordan Clarkson 2016,Roy Hibbert 2016,Larry Nance Jr. 2016,Lou Williams 2016,109.14,-1.8,-5.895528125,LAL
260,260,264,Metta World Peace 2016,Jordan Clarkson 2016,Roy Hibbert 2016,Julius Randle 2016,D'Angelo Russell 2016,99.13,-15.5,-13.463631770833334,LAL
261,261,265,Brandon Bass 2016,Kobe Bryant* 2016,Jordan Clarkson 2016,Julius Randle 2016,D'Angelo Russell 2016,84.4,13.2,-0.5246041666666654,LAL
262,262,266,Brandon Bass 2016,Jordan Clarkson 2016,Julius Randle 2016,D'Angelo Russell 2016,Nick Young 2016,70.43,-23.3,-15.695543229166667,LAL
263,263,267,Brandon Bass 2016,Kobe Bryant* 2016,Julius Randle 2016,D'Angelo Russell 2016,Lou Williams 2016,62.51,-12.7,-11.7490578125,LAL
264,264,268,Brandon Bass 2016,Kobe Bryant* 2016,Jordan Clarkson 2016,Julius Randle 2016,Lou Williams 2016,60.14,-21.0,-14.331455208333335,LAL
265,265,269,Kobe Bryant* 2016,Roy Hibbert 2016,Larry Nance Jr. 2016,D'Angelo Russell 2016,Lou Williams 2016,57.27,-3.9,-9.0857015625,LAL
266,266,270,Kobe Bryant* 2016,Roy Hibbert 2016,Julius Randle 2016,D'Angelo Russell 2016,Lou Williams 2016,54.28,-40.5,-19.547910416666667,LAL
267,267,271,Anthony Brown 2016,Jordan Clarkson 2016,Roy Hibbert 2016,Julius Randle 2016,Lou Williams 2016,51.59,-10.0,-10.9433796875,LAL
268,268,272,Anthony Brown 2016,Jordan Clarkson 2016,Roy Hibbert 2016,Julius Randle 2016,D'Angelo Russell 2016,51.57,-9.0,-10.6749203125,LAL
269,269,273,Brandon Bass 2016,Jordan Clarkson 2016,Larry Nance Jr. 2016,Lou Williams 2016,Nick Young 2016,45.24,-18.8,-13.05954375,LAL
270,270,274,Jordan Clarkson 2016,Roy Hibbert 2016,Julius Randle 2016,D'Angelo Russell 2016,Nick Young 2016,41.0,-6.8,-10.331197916666667,LAL
271,271,275,Brandon Bass 2016,Julius Randle 2016,D'Angelo Russell 2016,Lou Williams 2016,Nick Young 2016,40.45,14.5,-5.8566380208333335,LAL
272,272,276,Brandon Bass 2016,Marcelo Huertas 2016,Ryan Kelly 2016,Larry Nance Jr. 2016,Lou Williams 2016,39.1,14.2,-6.099067708333334,LAL
273,273,277,Brandon Bass 2016,Larry Nance Jr. 2016,D'Angelo Russell 2016,Lou Williams 2016,Nick Young 2016,37.19,-18.4,-12.6671921875,LAL
274,274,278,Jordan Clarkson 2016,Roy Hibbert 2016,Julius Randle 2016,Lou Williams 2016,Nick Young 2016,31.21,9.0,-7.991818229166666,LAL
275,275,279,Brandon Bass 2016,Marcelo Huertas 2016,Ryan Kelly 2016,Lou Williams 2016,Nick Young 2016,31.14,-24.2,-13.383840625,LAL
276,276,280,Tony Allen 2016,Mike Conley 2016,Marc Gasol 2016,Courtney Lee 2016,Zach Randolph 2016,260.25,6.8,6.8,MEM
277,277,281,Matt Barnes 2016,Mike Conley 2016,Marc Gasol 2016,JaMychal Green 2016,Courtney Lee 2016,198.53,-6.0,-6.0,MEM
278,278,282,Tony Allen 2016,Mike Conley 2016,Marc Gasol 2016,JaMychal Green 2016,Zach Randolph 2016,166.16,-11.9,-10.263466666666666,MEM
279,279,283,Mike Conley 2016,Marc Gasol 2016,JaMychal Green 2016,Courtney Lee 2016,Zach Randolph 2016,97.36,-16.6,-8.289425000000001,MEM
280,280,284,Tony Allen 2016,Mario Chalmers 2016,Marc Gasol 2016,Courtney Lee 2016,Zach Randolph 2016,82.25,-10.7,-4.435104166666667,MEM
281,281,285,Matt Barnes 2016,Mike Conley 2016,Marc Gasol 2016,Courtney Lee 2016,Zach Randolph 2016,71.1,-10.5,-3.7245625,MEM
282,282,287,Tony Allen 2016,Matt Barnes 2016,Mike Conley 2016,Marc Gasol 2016,JaMychal Green 2016,56.03,10.8,3.3358135416666665,MEM
283,283,289,Matt Barnes 2016,Mike Conley 2016,Marc Gasol 2016,JaMychal Green 2016,Zach Randolph 2016,48.31,42.6,10.913361458333334,MEM
284,284,290,Tony Allen 2016,Mike Conley 2016,Marc Gasol 2016,JaMychal Green 2016,Courtney Lee 2016,44.33,13.8,3.386188541666667,MEM
285,285,293,Matt Barnes 2016,Vince Carter 2016,Mario Chalmers 2016,JaMychal Green 2016,Ryan Hollins 2016,39.18,-11.7,-2.1805875,MEM
286,286,294,Matt Barnes 2016,Mario Chalmers 2016,Marc Gasol 2016,JaMychal Green 2016,Courtney Lee 2016,36.46,15.8,3.21098125,MEM
287,287,295,Matt Barnes 2016,Mario Chalmers 2016,Marc Gasol 2016,JaMychal Green 2016,Courtney Lee 2016,36.33,7.0,1.535334375,MEM
288,288,296,Tony Allen 2016,Matt Barnes 2016,Mario Chalmers 2016,Marc Gasol 2016,JaMychal Green 2016,34.45,-46.8,-8.183838541666667,MEM
289,289,297,Matt Barnes 2016,Mario Chalmers 2016,JaMychal Green 2016,Courtney Lee 2016,Zach Randolph 2016,31.18,33.2,5.60931875,MEM
290,290,299,Matt Barnes 2016,Vince Carter 2016,Mario Chalmers 2016,Marc Gasol 2016,Courtney Lee 2016,29.44,-11.9,-1.6045333333333336,MEM
291,291,300,Chris Bosh 2016,Luol Deng 2016,Goran Dragi? 2016,Dwyane Wade 2016,Hassan Whiteside 2016,338.04,-2.1,-2.1,MIA
292,292,301,Luol Deng 2016,Goran Dragi? 2016,Joe Johnson 2016,Amar'e Stoudemire 2016,Dwyane Wade 2016,196.35,8.7,8.7,MIA
293,293,302,Luol Deng 2016,Goran Dragi? 2016,Josh Richardson 2016,Hassan Whiteside 2016,Justise Winslow 2016,189.4,7.4,7.355455043859648,MIA
294,294,303,Luol Deng 2016,Goran Dragi? 2016,Dwyane Wade 2016,Hassan Whiteside 2016,Justise Winslow 2016,153.13,11.2,9.76475082236842,MIA
295,295,304,Chris Bosh 2016,Goran Dragi? 2016,Gerald Green 2016,Dwyane Wade 2016,Hassan Whiteside 2016,104.21,7.6,6.004474506578947,MIA
296,296,305,Joe Johnson 2016,Josh Richardson 2016,Dwyane Wade 2016,Hassan Whiteside 2016,Justise Winslow 2016,94.1,12.5,8.222242324561403,MIA
297,297,306,Chris Bosh 2016,Luol Deng 2016,Goran Dragi? 2016,Amar'e Stoudemire 2016,Dwyane Wade 2016,84.18,10.3,6.824223684210527,MIA
298,298,307,Luol Deng 2016,Goran Dragi? 2016,Gerald Green 2016,Dwyane Wade 2016,Hassan Whiteside 2016,84.04,-5.2,0.035231359649122496,MIA
299,299,308,Luol Deng 2016,Goran Dragi? 2016,Joe Johnson 2016,Dwyane Wade 2016,Hassan Whiteside 2016,81.5,12.3,7.586787280701754,MIA
300,300,309,Luol Deng 2016,Goran Dragi? 2016,Amar'e Stoudemire 2016,Dwyane Wade 2016,Justise Winslow 2016,61.19,6.9,4.99952576754386,MIA
301,301,310,Chris Bosh 2016,Luol Deng 2016,Goran Dragi? 2016,Gerald Green 2016,Dwyane Wade 2016,60.34,-13.7,-1.4868026315789469,MIA
302,302,311,Goran Dragi? 2016,Joe Johnson 2016,Josh Richardson 2016,Hassan Whiteside 2016,Justise Winslow 2016,49.19,-4.3,1.955766995614036,MIA
303,303,312,Chris Bosh 2016,Luol Deng 2016,Goran Dragi? 2016,Dwyane Wade 2016,Justise Winslow 2016,49.09,1.9,3.545345394736842,MIA
304,304,313,Chris Bosh 2016,Gerald Green 2016,Tyler Johnson 2016,Josh McRoberts 2016,Justise Winslow 2016,48.55,5.2,4.386015625,MIA
305,305,314,Luol Deng 2016,Joe Johnson 2016,Josh Richardson 2016,Dwyane Wade 2016,Hassan Whiteside 2016,47.39,17.1,7.316626096491229,MIA
306,306,315,Chris Bosh 2016,Gerald Green 2016,Beno Udrih 2016,Hassan Whiteside 2016,Justise Winslow 2016,46.28,5.3,4.397239035087719,MIA
307,307,316,Luol Deng 2016,Goran Dragi? 2016,Gerald Green 2016,Hassan Whiteside 2016,Justise Winslow 2016,41.1,9.5,5.2642105263157895,MIA
308,308,317,Luol Deng 2016,Josh Richardson 2016,Dwyane Wade 2016,Hassan Whiteside 2016,Justise Winslow 2016,37.11,-11.1,1.1706167763157898,MIA
309,309,318,Joe Johnson 2016,Josh Richardson 2016,Amar'e Stoudemire 2016,Dwyane Wade 2016,Justise Winslow 2016,35.24,-1.4,3.0991151315789467,MIA
310,310,320,Giannis Antetokounmpo 2016,Michael Carter-Williams 2016,Khris Middleton 2016,Greg Monroe 2016,Jabari Parker 2016,538.11,-6.7,-6.7,MIL
311,311,321,Giannis Antetokounmpo 2016,Jerryd Bayless 2016,Khris Middleton 2016,Greg Monroe 2016,Jabari Parker 2016,288.16,-2.6,-2.6,MIL
312,312,322,Giannis Antetokounmpo 2016,O.J. Mayo 2016,Khris Middleton 2016,Greg Monroe 2016,Jabari Parker 2016,134.02,13.5,9.702611979166667,MIL
313,313,323,Giannis Antetokounmpo 2016,O.J. Mayo 2016,Khris Middleton 2016,Jabari Parker 2016,Miles Plumlee 2016,132.3,0.1,0.3565234375,MIL
314,314,324,Giannis Antetokounmpo 2016,Jerryd Bayless 2016,Michael Carter-Williams 2016,Khris Middleton 2016,Greg Monroe 2016,88.27,4.3,2.47662109375,MIL
315,315,325,Michael Carter-Williams 2016,O.J. Mayo 2016,Khris Middleton 2016,Greg Monroe 2016,Jabari Parker 2016,76.42,2.6,1.5916848958333334,MIL
316,316,326,Giannis Antetokounmpo 2016,Jerryd Bayless 2016,O.J. Mayo 2016,Khris Middleton 2016,Greg Monroe 2016,74.06,-13.2,-4.523424479166667,MIL
317,317,327,Giannis Antetokounmpo 2016,Jerryd Bayless 2016,Khris Middleton 2016,Jabari Parker 2016,Miles Plumlee 2016,63.39,13.2,4.97766796875,MIL
318,318,328,Giannis Antetokounmpo 2016,Michael Carter-Williams 2016,O.J. Mayo 2016,Khris Middleton 2016,Greg Monroe 2016,61.55,-7.9,-1.9040559895833336,MIL
319,319,329,Giannis Antetokounmpo 2016,Khris Middleton 2016,Greg Monroe 2016,Jabari Parker 2016,Rashad Vaughn 2016,61.07,10.2,3.8751263020833333,MIL
320,320,330,Giannis Antetokounmpo 2016,Michael Carter-Williams 2016,John Henson 2016,Khris Middleton 2016,Jabari Parker 2016,60.39,29.3,9.84982421875,MIL
321,321,331,Giannis Antetokounmpo 2016,Tyler Ennis 2016,Khris Middleton 2016,Greg Monroe 2016,Jabari Parker 2016,56.02,-8.4,-1.7957630208333335,MIL
322,322,332,Giannis Antetokounmpo 2016,Michael Carter-Williams 2016,Khris Middleton 2016,Greg Monroe 2016,Johnny O'Bryant 2016,55.32,12.5,4.2600468750000005,MIL
323,323,333,Michael Carter-Williams 2016,John Henson 2016,O.J. Mayo 2016,Khris Middleton 2016,Jabari Parker 2016,47.07,8.6,2.80657421875,MIL
324,324,334,Giannis Antetokounmpo 2016,Jerryd Bayless 2016,Greg Monroe 2016,Johnny O'Bryant 2016,Rashad Vaughn 2016,38.35,-3.9,-0.03874348958333318,MIL
325,325,335,Giannis Antetokounmpo 2016,Michael Carter-Williams 2016,John Henson 2016,O.J. Mayo 2016,Khris Middleton 2016,38.13,27.1,6.12319140625,MIL
326,326,336,Giannis Antetokounmpo 2016,Tyler Ennis 2016,Greg Monroe 2016,Jabari Parker 2016,Rashad Vaughn 2016,36.4,10.7,2.778177083333333,MIL
327,327,337,Chris Copeland 2016,Tyler Ennis 2016,Johnny O'Bryant 2016,Miles Plumlee 2016,Rashad Vaughn 2016,35.32,-18.7,-2.685182291666666,MIL
328,328,338,Giannis Antetokounmpo 2016,Jerryd Bayless 2016,Khris Middleton 2016,Greg Monroe 2016,Greivis Vásquez 2016,31.16,-17.5,-2.0652239583333336,MIL
329,329,339,Jerryd Bayless 2016,Michael Carter-Williams 2016,John Henson 2016,Khris Middleton 2016,Jabari Parker 2016,31.1,-34.7,-4.8455078125,MIL
330,330,340,Gorgui Dieng 2016,Zach LaVine 2016,Ricky Rubio 2016,Karl-Anthony Towns 2016,Andrew Wiggins 2016,645.03,1.9,1.9,MIN
331,331,341,Kevin Garnett* 2016,Tayshaun Prince 2016,Ricky Rubio 2016,Karl-Anthony Towns 2016,Andrew Wiggins 2016,275.2,10.0,10.0,MIN
332,332,342,Gorgui Dieng 2016,Tayshaun Prince 2016,Ricky Rubio 2016,Karl-Anthony Towns 2016,Andrew Wiggins 2016,260.46,-2.6,-2.6,MIN
333,333,343,Nemanja Bjelica 2016,Gorgui Dieng 2016,Zach LaVine 2016,Kevin Martin 2016,Shabazz Muhammad 2016,143.36,-1.3,-0.28666666666666696,MIN
334,334,344,Kevin Garnett* 2016,Kevin Martin 2016,Ricky Rubio 2016,Karl-Anthony Towns 2016,Andrew Wiggins 2016,122.2,-5.3,-2.3916666666666666,MIN
335,335,345,Zach LaVine 2016,Shabazz Muhammad 2016,Ricky Rubio 2016,Karl-Anthony Towns 2016,Andrew Wiggins 2016,89.23,-0.2,1.3522552083333332,MIN
336,336,346,Nemanja Bjelica 2016,Gorgui Dieng 2016,Zach LaVine 2016,Shabazz Muhammad 2016,Tayshaun Prince 2016,73.34,-6.8,-0.928802083333334,MIN
337,337,347,Gorgui Dieng 2016,Shabazz Muhammad 2016,Ricky Rubio 2016,Karl-Anthony Towns 2016,Andrew Wiggins 2016,68.46,26.0,11.00790625,MIN
338,338,348,Nemanja Bjelica 2016,Tayshaun Prince 2016,Ricky Rubio 2016,Karl-Anthony Towns 2016,Andrew Wiggins 2016,67.1,20.2,8.815885416666664,MIN
339,339,349,Zach LaVine 2016,Tayshaun Prince 2016,Ricky Rubio 2016,Karl-Anthony Towns 2016,Andrew Wiggins 2016,59.27,-8.7,-0.81915625,MIN
340,340,350,Nemanja Bjelica 2016,Gorgui Dieng 2016,Zach LaVine 2016,Shabazz Muhammad 2016,Andrew Wiggins 2016,49.45,-3.8,1.025911458333333,MIN
341,341,351,Gorgui Dieng 2016,Zach LaVine 2016,Kevin Martin 2016,Shabazz Muhammad 2016,Adreian Payne 2016,46.09,0.4,2.147880208333333,MIN
342,342,352,Nemanja Bjelica 2016,Shabazz Muhammad 2016,Ricky Rubio 2016,Karl-Anthony Towns 2016,Andrew Wiggins 2016,41.17,1.4,2.4212447916666666,MIN
343,343,355,Gorgui Dieng 2016,Zach LaVine 2016,Andre Miller 2016,Shabazz Muhammad 2016,Damjan Rudeaz 2016,38.1,26.6,7.4426562500000015,MIN
344,344,356,Nemanja Bjelica 2016,Kevin Martin 2016,Ricky Rubio 2016,Karl-Anthony Towns 2016,Andrew Wiggins 2016,37.59,-7.1,0.7813437499999998,MIN
345,345,357,Nemanja Bjelica 2016,Zach LaVine 2016,Ricky Rubio 2016,Karl-Anthony Towns 2016,Andrew Wiggins 2016,37.33,-2.8,1.6306510416666664,MIN
346,346,358,Kevin Garnett* 2016,Zach LaVine 2016,Tayshaun Prince 2016,Karl-Anthony Towns 2016,Andrew Wiggins 2016,35.25,-20.3,-1.5226562500000005,MIN
347,347,359,Kevin Garnett* 2016,Zach LaVine 2016,Kevin Martin 2016,Karl-Anthony Towns 2016,Andrew Wiggins 2016,33.34,21.0,5.87771875,MIN
348,348,360,Ömer Asik 2016,Anthony Davis 2016,Tyreke Evans 2016,Alonzo Gee 2016,Eric Gordon 2016,130.52,-7.0,-4.3667573529411765,NOP
349,349,361,Ryan Anderson 2016,Norris Cole 2016,Dante Cunningham 2016,Anthony Davis 2016,Jrue Holiday 2016,88.36,-5.6,-1.9167156862745087,NOP
350,350,363,Ryan Anderson 2016,Anthony Davis 2016,Toney Douglas 2016,Alonzo Gee 2016,Jrue Holiday 2016,68.16,18.0,7.179176470588236,NOP
351,351,364,Ryan Anderson 2016,Anthony Davis 2016,Alonzo Gee 2016,Eric Gordon 2016,Ish Smith 2016,64.35,1.3,1.2491590073529415,NOP
352,352,365,Ryan Anderson 2016,Dante Cunningham 2016,Anthony Davis 2016,Toney Douglas 2016,Jrue Holiday 2016,60.04,-21.6,-5.913578431372549,NOP
353,353,366,Ömer Asik 2016,Anthony Davis 2016,Alonzo Gee 2016,Eric Gordon 2016,Jrue Holiday 2016,59.56,-25.4,-7.035311274509804,NOP
354,354,367,Ryan Anderson 2016,Norris Cole 2016,Anthony Davis 2016,Alonzo Gee 2016,Jrue Holiday 2016,57.2,17.9,6.191727941176469,NOP
355,355,368,Ryan Anderson 2016,Norris Cole 2016,Anthony Davis 2016,Eric Gordon 2016,Jrue Holiday 2016,50.24,5.6,2.368705882352941,NOP
356,356,369,Ryan Anderson 2016,Dante Cunningham 2016,Anthony Davis 2016,Eric Gordon 2016,Ish Smith 2016,49.23,11.0,3.730277573529412,NOP
357,357,371,Ömer Asik 2016,Norris Cole 2016,Dante Cunningham 2016,Anthony Davis 2016,Jrue Holiday 2016,44.49,5.9,2.3071553308823534,NOP
358,358,372,Alexis Ajinça 2016,Anthony Davis 2016,Tyreke Evans 2016,Alonzo Gee 2016,Eric Gordon 2016,43.25,-11.9,-1.7326822916666664,NOP
359,359,373,Ömer Asik 2016,Dante Cunningham 2016,Anthony Davis 2016,Toney Douglas 2016,Jrue Holiday 2016,41.35,-8.5,-0.8705744485294112,NOP
360,360,374,Ryan Anderson 2016,Anthony Davis 2016,Tyreke Evans 2016,Alonzo Gee 2016,Eric Gordon 2016,38.35,14.5,3.875366115196079,NOP
361,361,375,Ömer Asik 2016,Dante Cunningham 2016,Anthony Davis 2016,Tyreke Evans 2016,Eric Gordon 2016,38.02,4.9,1.9515471813725496,NOP
362,362,376,Ryan Anderson 2016,Anthony Davis 2016,Alonzo Gee 2016,Eric Gordon 2016,Jrue Holiday 2016,36.41,-10.7,-1.0375940563725483,NOP
