,Unnamed: 0,Rk,Player1,Player2,Player3,Player4,Player5,MP,PTS,New PTS,Tm
33,33,33,Jae Crowder 2016,Marcus Smart 2016,Jared Sullinger 2016,Isaiah Thomas 2016,Evan Turner 2016,44.26,-2.0,3.4363703125,BOS
34,34,34,Avery Bradley 2016,Kelly Olynyk 2016,Marcus Smart 2016,Evan Turner 2016,Tyler Zeller 2016,40.2,6.8,5.428265624999999,BOS
35,35,35,Avery Bradley 2016,Jae Crowder 2016,Amir Johnson 2016,Marcus Smart 2016,Isaiah Thomas 2016,40.2,4.7,4.988578124999999,BOS
36,36,36,Jonas Jerebko 2016,Kelly Olynyk 2016,Marcus Smart 2016,Isaiah Thomas 2016,Evan Turner 2016,38.15,6.6,5.370001302083333,BOS
37,37,37,Avery Bradley 2016,Jae Crowder 2016,Amir Johnson 2016,Isaiah Thomas 2016,Evan Turner 2016,34.49,7.3,5.466485156249997,BOS
38,38,38,Jae Crowder 2016,Marcus Smart 2016,Isaiah Thomas 2016,Evan Turner 2016,Tyler Zeller 2016,34.21,-10.6,2.273855989583332,BOS
39,39,39,Avery Bradley 2016,Amir Johnson 2016,Kelly Olynyk 2016,Isaiah Thomas 2016,Evan Turner 2016,33.56,12.1,6.2946593749999975,BOS
40,40,40,Wayne Ellington 2016,Joe Johnson 2016,Brook Lopez 2016,Donald Sloan 2016,Thaddeus Young 2016,407.38,2.3,2.3,BRK
41,41,41,Bojan Bogdanovi? 2016,Jarrett Jack 2016,Joe Johnson 2016,Brook Lopez 2016,Thaddeus Young 2016,295.37,-4.6,-4.6,BRK
42,42,42,Rondae Hollis-Jefferson 2016,Jarrett Jack 2016,Joe Johnson 2016,Brook Lopez 2016,Thaddeus Young 2016,218.37,2.8,2.8,BRK
43,43,43,Bojan Bogdanovi? 2016,Wayne Ellington 2016,Brook Lopez 2016,Donald Sloan 2016,Thaddeus Young 2016,154.55,-8.9,-8.029451754385965,BRK
44,44,44,Bojan Bogdanovi? 2016,Joe Johnson 2016,Shane Larkin 2016,Brook Lopez 2016,Thaddeus Young 2016,102.24,0.8,-1.6482236842105265,BRK
45,45,45,Bojan Bogdanovi? 2016,Joe Johnson 2016,Brook Lopez 2016,Donald Sloan 2016,Thaddeus Young 2016,70.06,7.7,-0.00815899122806929,BRK
46,46,46,Wayne Ellington 2016,Joe Johnson 2016,Shane Larkin 2016,Brook Lopez 2016,Thaddeus Young 2016,68.43,0.0,-2.8555238486842103,BRK
47,47,47,Markel Brown 2016,Jarrett Jack 2016,Joe Johnson 2016,Brook Lopez 2016,Thaddeus Young 2016,65.39,-1.7,-3.5047478070175435,BRK
48,48,48,Wayne Ellington 2016,Jarrett Jack 2016,Joe Johnson 2016,Brook Lopez 2016,Thaddeus Young 2016,60.04,-26.7,-11.39871710526316,BRK
49,49,49,Bojan Bogdanovi? 2016,Sergey Karasev 2016,Shane Larkin 2016,Brook Lopez 2016,Thaddeus Young 2016,58.43,-7.3,-5.308166666666667,BRK
50,50,50,Bojan Bogdanovi? 2016,Markel Brown 2016,Shane Larkin 2016,Brook Lopez 2016,Thaddeus Young 2016,53.49,20.9,2.62184375,BRK
51,51,51,Andrea Bargnani 2016,Bojan Bogdanovi? 2016,Markel Brown 2016,Shane Larkin 2016,Thomas Robinson 2016,48.24,-21.8,-8.799335526315788,BRK
52,52,52,Markel Brown 2016,Sean Kilpatrick 2016,Shane Larkin 2016,Chris McCullough 2016,Thomas Robinson 2016,45.01,-17.9,-7.592970942982456,BRK
53,53,53,Bojan Bogdanovi? 2016,Wayne Ellington 2016,Shane Larkin 2016,Brook Lopez 2016,Thaddeus Young 2016,44.11,-17.8,-7.506888432017543,BRK
54,54,55,Andrea Bargnani 2016,Bojan Bogdanovi? 2016,Wayne Ellington 2016,Shane Larkin 2016,Thomas Robinson 2016,37.15,-33.7,-10.098958333333332,BRK
55,55,56,Bojan Bogdanovi? 2016,Markel Brown 2016,Brook Lopez 2016,Donald Sloan 2016,Thaddeus Young 2016,36.27,-5.6,-4.656569901315789,BRK
56,56,57,Bojan Bogdanovi? 2016,Sergey Karasev 2016,Brook Lopez 2016,Donald Sloan 2016,Thaddeus Young 2016,32.39,34.5,2.1317220394736847,BRK
57,57,58,Markel Brown 2016,Joe Johnson 2016,Shane Larkin 2016,Brook Lopez 2016,Thaddeus Young 2016,31.46,-3.5,-4.283336622807018,BRK
58,58,59,Bojan Bogdanovi? 2016,Wayne Ellington 2016,Joe Johnson 2016,Shane Larkin 2016,Brook Lopez 2016,28.2,-3.8,-4.343305921052632,BRK
59,59,60,Nicolas Batum 2016,Courtney Lee 2016,Kemba Walker 2016,Marvin Williams 2016,Cody Zeller 2016,406.08,10.4,10.4,CHO
60,60,61,Nicolas Batum 2016,P.J. Hairston 2016,Kemba Walker 2016,Marvin Williams 2016,Cody Zeller 2016,258.3,-1.7,-1.7,CHO
61,61,62,Nicolas Batum 2016,P.J. Hairston 2016,Al Jefferson 2016,Kemba Walker 2016,Marvin Williams 2016,161.18,10.0,9.40438322368421,CHO
62,62,63,Nicolas Batum 2016,Jeremy Lin 2016,Kemba Walker 2016,Marvin Williams 2016,Cody Zeller 2016,128.22,7.4,7.031097039473684,CHO
63,63,64,Spencer Hawes 2016,Frank Kaminsky 2016,Jeremy Lamb 2016,Jeremy Lin 2016,Marvin Williams 2016,92.25,23.3,14.4625,CHO
64,64,65,Nicolas Batum 2016,Al Jefferson 2016,Jeremy Lin 2016,Kemba Walker 2016,Marvin Williams 2016,89.13,31.9,18.17836019736842,CHO
65,65,66,Nicolas Batum 2016,Al Jefferson 2016,Courtney Lee 2016,Kemba Walker 2016,Marvin Williams 2016,80.22,11.8,8.591840460526315,CHO
66,66,67,P.J. Hairston 2016,Jeremy Lin 2016,Kemba Walker 2016,Marvin Williams 2016,Cody Zeller 2016,77.55,-25.6,-6.590884046052631,CHO
67,67,68,Al Jefferson 2016,Frank Kaminsky 2016,Jeremy Lamb 2016,Jeremy Lin 2016,Kemba Walker 2016,77.22,10.3,7.902457236842105,CHO
68,68,69,Spencer Hawes 2016,Frank Kaminsky 2016,Jeremy Lamb 2016,Jeremy Lin 2016,Kemba Walker 2016,73.55,12.6,8.706865405701754,CHO
69,69,71,Nicolas Batum 2016,Frank Kaminsky 2016,Jeremy Lin 2016,Kemba Walker 2016,Cody Zeller 2016,68.59,9.5,7.4364007675438595,CHO
70,70,72,P.J. Hairston 2016,Spencer Hawes 2016,Jeremy Lin 2016,Kemba Walker 2016,Marvin Williams 2016,67.37,9.7,7.486177631578947,CHO
71,71,73,Nicolas Batum 2016,Al Jefferson 2016,Jeremy Lamb 2016,Kemba Walker 2016,Marvin Williams 2016,66.48,5.3,5.946868421052631,CHO
72,72,74,Nicolas Batum 2016,Spencer Hawes 2016,Frank Kaminsky 2016,Jeremy Lamb 2016,Jeremy Lin 2016,60.12,10.0,7.451332236842106,CHO
73,73,75,Nicolas Batum 2016,Al Jefferson 2016,Frank Kaminsky 2016,Jeremy Lamb 2016,Jeremy Lin 2016,54.57,-22.6,-1.9214564144736856,CHO
74,74,76,Spencer Hawes 2016,Jeremy Lamb 2016,Jeremy Lin 2016,Marvin Williams 2016,Cody Zeller 2016,49.46,0.0,4.669279057017544,CHO
75,75,77,Nicolas Batum 2016,Al Jefferson 2016,Frank Kaminsky 2016,Jeremy Lin 2016,Kemba Walker 2016,47.19,6.9,6.439529605263157,CHO
76,76,78,Nicolas Batum 2016,Jeremy Lamb 2016,Kemba Walker 2016,Marvin Williams 2016,Cody Zeller 2016,44.37,10.3,7.21628125,CHO
77,77,79,Troy Daniels 2016,Tyler Hansbrough 2016,Aaron Harrison 2016,Frank Kaminsky 2016,Brian Roberts 2016,39.36,0.0,5.000131578947368,CHO
78,78,80,Jimmy Butler 2016,Pau Gasol 2016,Taj Gibson 2016,Derrick Rose 2016,Tony Snell 2016,219.29,1.4,1.4,CHI
79,79,81,Jimmy Butler 2016,Pau Gasol 2016,Nikola Miroti? 2016,Derrick Rose 2016,Tony Snell 2016,202.16,-3.3,-3.3,CHI
80,80,82,Jimmy Butler 2016,Pau Gasol 2016,Taj Gibson 2016,Nikola Miroti? 2016,Derrick Rose 2016,145.28,1.0,-0.8979999999999996,CHI
81,81,83,Jimmy Butler 2016,Pau Gasol 2016,Doug McDermott 2016,Nikola Miroti? 2016,Derrick Rose 2016,128.54,6.3,1.9701770833333327,CHI
82,82,84,Mike Dunleavy 2016,Pau Gasol 2016,Taj Gibson 2016,E'Twaun Moore 2016,Derrick Rose 2016,111.47,3.0,-1.1103854166666665,CHI
83,83,85,Jimmy Butler 2016,Mike Dunleavy 2016,Pau Gasol 2016,Taj Gibson 2016,Derrick Rose 2016,93.02,2.6,-2.245895833333334,CHI
84,84,86,Jimmy Butler 2016,Pau Gasol 2016,Taj Gibson 2016,E'Twaun Moore 2016,Derrick Rose 2016,78.2,1.3,-3.5009375,CHI
85,85,87,Jimmy Butler 2016,Pau Gasol 2016,Taj Gibson 2016,Doug McDermott 2016,Derrick Rose 2016,68.28,8.1,-1.5011874999999997,CHI
86,86,88,Aaron Brooks 2016,Justin Holiday 2016,Doug McDermott 2016,Nikola Miroti? 2016,Bobby Portis 2016,58.07,-26.2,-12.667489583333333,CHI
87,87,89,Jimmy Butler 2016,Mike Dunleavy 2016,Taj Gibson 2016,Nikola Miroti? 2016,Derrick Rose 2016,42.23,-19.8,-9.659322916666667,CHI
88,88,90,Jimmy Butler 2016,Pau Gasol 2016,Taj Gibson 2016,Kirk Hinrich 2016,Nikola Miroti? 2016,39.0,-12.4,-7.9375,CHI
89,89,91,Mike Dunleavy 2016,Pau Gasol 2016,Taj Gibson 2016,E'Twaun Moore 2016,Tony Snell 2016,38.53,-2.1,-5.856817708333333,CHI
90,90,92,Jimmy Butler 2016,Mike Dunleavy 2016,Pau Gasol 2016,Bobby Portis 2016,Derrick Rose 2016,38.24,-20.8,-9.588333333333333,CHI
91,91,93,Jimmy Butler 2016,Mike Dunleavy 2016,Pau Gasol 2016,Nikola Miroti? 2016,Derrick Rose 2016,38.17,-31.5,-11.710411458333333,CHI
92,92,94,Pau Gasol 2016,Taj Gibson 2016,Doug McDermott 2016,E'Twaun Moore 2016,Derrick Rose 2016,37.36,-2.5,-5.9632916666666675,CHI
93,93,95,Aaron Brooks 2016,Taj Gibson 2016,Doug McDermott 2016,E'Twaun Moore 2016,Joakim Noah 2016,37.31,-13.5,-8.101963541666667,CHI
94,94,96,Taj Gibson 2016,Doug McDermott 2016,E'Twaun Moore 2016,Joakim Noah 2016,Derrick Rose 2016,37.18,-1.2,-5.715583333333334,CHI
95,95,97,Jimmy Butler 2016,Pau Gasol 2016,Doug McDermott 2016,Joakim Noah 2016,Derrick Rose 2016,35.35,9.7,-3.762109375,CHI
96,96,98,Jimmy Butler 2016,Pau Gasol 2016,Kirk Hinrich 2016,Nikola Miroti? 2016,Tony Snell 2016,35.05,5.5,-4.554609375,CHI
97,97,99,Jimmy Butler 2016,Kirk Hinrich 2016,Doug McDermott 2016,Nikola Miroti? 2016,Joakim Noah 2016,31.22,-41.6,-12.458625,CHI
98,98,100,Kyrie Irving 2016,LeBron James 2016,Kevin Love 2016,J.R. Smith 2016,Tristan Thompson 2016,464.29,13.2,13.2,CLE
99,99,101,Kyrie Irving 2016,LeBron James 2016,Kevin Love 2016,Timofey Mozgov 2016,J.R. Smith 2016,249.57,-8.3,-8.3,CLE
100,100,102,Matthew Dellavedova 2016,LeBron James 2016,Kevin Love 2016,J.R. Smith 2016,Tristan Thompson 2016,198.17,27.0,27.0,CLE
101,101,103,Matthew Dellavedova 2016,LeBron James 2016,Kevin Love 2016,Timofey Mozgov 2016,J.R. Smith 2016,162.51,-1.4,0.15206484375000073,CLE
102,102,104,LeBron James 2016,Kevin Love 2016,Timofey Mozgov 2016,J.R. Smith 2016,Mo Williams 2016,153.34,2.0,3.3500796875,CLE
103,103,105,Matthew Dellavedova 2016,LeBron James 2016,Kevin Love 2016,Iman Shumpert 2016,Tristan Thompson 2016,72.45,7.3,8.174832031249998,CLE
104,104,106,Matthew Dellavedova 2016,LeBron James 2016,Iman Shumpert 2016,J.R. Smith 2016,Tristan Thompson 2016,60.25,8.4,8.609290364583334,CLE
105,105,107,Kyrie Irving 2016,Kevin Love 2016,Iman Shumpert 2016,J.R. Smith 2016,Tristan Thompson 2016,47.22,5.2,7.8429890625,CLE
106,106,108,Matthew Dellavedova 2016,LeBron James 2016,Richard Jefferson 2016,Kevin Love 2016,Tristan Thompson 2016,47.06,24.4,12.551909895833333,CLE
107,107,109,Kyrie Irving 2016,LeBron James 2016,Kevin Love 2016,Iman Shumpert 2016,Tristan Thompson 2016,43.08,29.2,13.303565625,CLE
108,108,110,Kyrie Irving 2016,LeBron James 2016,Kevin Love 2016,Iman Shumpert 2016,J.R. Smith 2016,41.3,0.5,6.9400703125000005,CLE
109,109,111,Matthew Dellavedova 2016,LeBron James 2016,Kevin Love 2016,Tristan Thompson 2016,Mo Williams 2016,40.13,57.4,18.88276223958333,CLE
110,110,112,Matthew Dellavedova 2016,Kyrie Irving 2016,LeBron James 2016,Kevin Love 2016,J.R. Smith 2016,39.17,16.6,10.315662239583334,CLE
111,111,113,LeBron James 2016,Kevin Love 2016,J.R. Smith 2016,Tristan Thompson 2016,Mo Williams 2016,38.08,2.5,7.4743416666666675,CLE
112,112,114,LeBron James 2016,Richard Jefferson 2016,Kevin Love 2016,Timofey Mozgov 2016,Mo Williams 2016,38.02,-32.9,0.4663432291666663,CLE
113,113,115,Matthew Dellavedova 2016,Channing Frye 2016,Kyrie Irving 2016,Iman Shumpert 2016,Tristan Thompson 2016,36.24,-8.6,5.438681250000001,CLE
114,114,116,Kyrie Irving 2016,LeBron James 2016,Iman Shumpert 2016,J.R. Smith 2016,Tristan Thompson 2016,35.29,-6.8,5.8551486979166665,CLE
115,115,117,Matthew Dellavedova 2016,Channing Frye 2016,LeBron James 2016,Iman Shumpert 2016,Tristan Thompson 2016,35.19,44.6,15.28388046875,CLE
116,116,118,Matthew Dellavedova 2016,Kyrie Irving 2016,Kevin Love 2016,Iman Shumpert 2016,Tristan Thompson 2016,32.23,-3.0,6.740145052083332,CLE
117,117,119,Matthew Dellavedova 2016,Channing Frye 2016,Richard Jefferson 2016,Iman Shumpert 2016,Tristan Thompson 2016,31.02,-3.2,6.7815984375,CLE
118,118,120,Wesley Matthews 2016,Dirk Nowitzki 2016,Zaza Pachulia 2016,Chandler Parsons 2016,Deron Williams 2016,417.38,-0.7,-0.7,DAL
119,119,121,Raymond Felton 2016,Wesley Matthews 2016,Dirk Nowitzki 2016,Zaza Pachulia 2016,Deron Williams 2016,271.06,11.6,11.6,DAL
120,120,122,Raymond Felton 2016,Wesley Matthews 2016,Zaza Pachulia 2016,Chandler Parsons 2016,Deron Williams 2016,102.43,3.8,3.7323559895833336,DAL
121,121,123,J.J. Barea 2016,Wesley Matthews 2016,Dirk Nowitzki 2016,Zaza Pachulia 2016,Chandler Parsons 2016,101.19,13.3,8.73821640625,DAL
122,122,124,Raymond Felton 2016,Wesley Matthews 2016,Dirk Nowitzki 2016,Chandler Parsons 2016,Deron Williams 2016,61.2,28.3,11.51059375,DAL
123,123,125,J.J. Barea 2016,Raymond Felton 2016,Deron Williams 2016,David Lee 2016,Dirk Nowitzki 2016,55.4,-19.2,-2.9396197916666664,DAL
124,124,126,Raymond Felton 2016,Wesley Matthews 2016,Zaza Pachulia 2016,Dwight Powell 2016,Deron Williams 2016,55.31,-14.4,-1.5461565104166668,DAL
125,125,127,Raymond Felton 2016,David Lee 2016,Wesley Matthews 2016,Chandler Parsons 2016,Deron Williams 2016,52.54,6.1,4.3240640625,DAL
126,126,128,J.J. Barea 2016,Wesley Matthews 2016,Dirk Nowitzki 2016,Zaza Pachulia 2016,Deron Williams 2016,46.05,21.4,7.911027343749999,DAL
127,127,129,Raymond Felton 2016,Wesley Matthews 2016,Zaza Pachulia 2016,Charlie Villanueva 2016,Deron Williams 2016,41.48,-23.2,-2.146798958333333,DAL
128,128,130,J.J. Barea 2016,Raymond Felton 2016,Wesley Matthews 2016,Dirk Nowitzki 2016,Dwight Powell 2016,38.58,19.6,6.8589484375000005,DAL
129,129,131,Raymond Felton 2016,Wesley Matthews 2016,Salah Mejri 2016,Chandler Parsons 2016,Deron Williams 2016,38.17,-12.7,0.4035919270833333,DAL
130,130,132,J.J. Barea 2016,Wesley Matthews 2016,Zaza Pachulia 2016,Chandler Parsons 2016,Deron Williams 2016,38.13,28.1,8.509624218750002,DAL
131,131,133,Justin Anderson 2016,J.J. Barea 2016,Deron Williams 2016,David Lee 2016,Dirk Nowitzki 2016,36.18,-10.0,1.0818859374999994,DAL
132,132,134,J.J. Barea 2016,Raymond Felton 2016,Wesley Matthews 2016,Dirk Nowitzki 2016,Zaza Pachulia 2016,35.42,-6.4,1.8000619791666663,DAL
133,133,135,Deron Williams 2016,Wesley Matthews 2016,Zaza Pachulia 2016,Chandler Parsons 2016,Deron Williams 2016,34.47,33.8,9.06696953125,DAL
134,134,136,J.J. Barea 2016,Deron Williams 2016,Wesley Matthews 2016,Dirk Nowitzki 2016,Dwight Powell 2016,34.41,30.9,8.537814843749999,DAL
135,135,137,Raymond Felton 2016,Dirk Nowitzki 2016,Zaza Pachulia 2016,Chandler Parsons 2016,Deron Williams 2016,34.2,-25.3,-1.5026093750000005,DAL
136,136,138,Justin Anderson 2016,J.J. Barea 2016,Wesley Matthews 2016,Dirk Nowitzki 2016,Zaza Pachulia 2016,34.19,-23.4,-1.1627627604166664,DAL
137,137,139,J.J. Barea 2016,Raymond Felton 2016,JaVale McGee 2016,Dirk Nowitzki 2016,Chandler Parsons 2016,33.06,11.5,5.0058109375,DAL
138,138,140,Kenneth Faried 2016,Danilo Gallinari 2016,Gary Harris 2016,Nikola Joki? 2016,Emmanuel Mudiay 2016,289.24,-2.1,-2.1,DEN
139,139,141,Kenneth Faried 2016,Gary Harris 2016,Nikola Joki? 2016,Emmanuel Mudiay 2016,JaKarr Sampson 2016,192.44,10.9,10.9,DEN
140,140,142,Kenneth Faried 2016,Danilo Gallinari 2016,Gary Harris 2016,J.J. Hickson 2016,Emmanuel Mudiay 2016,120.37,-5.5,-3.6197125,DEN
141,141,143,Darrell Arthur 2016,Danilo Gallinari 2016,Gary Harris 2016,Nikola Joki? 2016,Emmanuel Mudiay 2016,96.07,14.8,7.1755635416666665,DEN
142,142,144,Darrell Arthur 2016,Gary Harris 2016,Nikola Joki? 2016,Emmanuel Mudiay 2016,JaKarr Sampson 2016,90.1,-25.6,-12.25746875,DEN
143,143,145,Will Barton 2016,Kenneth Faried 2016,Danilo Gallinari 2016,Gary Harris 2016,Emmanuel Mudiay 2016,85.55,3.2,1.1707968749999995,DEN
144,144,146,D.J. Augustin 2016,Will Barton 2016,Joffrey Lauvergne 2016,Jusuf Nurki? 2016,Axel Toupane 2016,80.57,22.0,8.965011458333333,DEN
145,145,147,Darrell Arthur 2016,Will Barton 2016,Randy Foye 2016,Nikola Joki? 2016,Jameer Nelson 2016,80.04,-5.2,-2.4359875000000004,DEN
146,146,148,Kenneth Faried 2016,Danilo Gallinari 2016,Gary Harris 2016,Joffrey Lauvergne 2016,Emmanuel Mudiay 2016,69.41,-11.3,-4.3787729166666685,DEN
147,147,149,Will Barton 2016,Kenneth Faried 2016,Danilo Gallinari 2016,Gary Harris 2016,Jameer Nelson 2016,66.01,8.4,2.586086458333333,DEN
148,148,150,Darrell Arthur 2016,D.J. Augustin 2016,Will Barton 2016,Joffrey Lauvergne 2016,Axel Toupane 2016,65.07,9.9,3.05106875,DEN
149,149,151,Kenneth Faried 2016,Danilo Gallinari 2016,Gary Harris 2016,Joffrey Lauvergne 2016,Jameer Nelson 2016,64.21,-15.7,-5.55666875,DEN
150,150,152,Kenneth Faried 2016,Gary Harris 2016,Joffrey Lauvergne 2016,Jameer Nelson 2016,Kostas Papanikolaou 2016,63.13,-36.2,-12.211386458333335,DEN
151,151,153,Darrell Arthur 2016,D.J. Augustin 2016,Will Barton 2016,Gary Harris 2016,Joffrey Lauvergne 2016,53.54,-25.4,-7.4146229166666675,DEN
152,152,154,Darrell Arthur 2016,Will Barton 2016,Randy Foye 2016,Nikola Joki? 2016,Kostas Papanikolaou 2016,51.01,30.2,7.685659375,DEN
153,153,155,Kenneth Faried 2016,Danilo Gallinari 2016,Gary Harris 2016,Nikola Joki? 2016,Jameer Nelson 2016,49.52,-14.5,-4.081150000000001,DEN
154,154,156,Darrell Arthur 2016,Will Barton 2016,Gary Harris 2016,Nikola Joki? 2016,Emmanuel Mudiay 2016,49.08,10.5,2.34165,DEN
155,155,157,Darrell Arthur 2016,D.J. Augustin 2016,Will Barton 2016,Joffrey Lauvergne 2016,JaKarr Sampson 2016,48.19,1.9,0.1323354166666662,DEN
156,156,158,Darrell Arthur 2016,Will Barton 2016,Randy Foye 2016,Gary Harris 2016,Nikola Joki? 2016,38.32,38.6,7.335725,DEN
157,157,159,Will Barton 2016,Kenneth Faried 2016,Gary Harris 2016,Nikola Joki? 2016,Emmanuel Mudiay 2016,36.41,-18.1,-3.80516875,DEN
158,158,160,Kentavious Caldwell-Pope 2016,Andre Drummond 2016,Ersan Ilyasova 2016,Reggie Jackson 2016,Marcus Morris 2016,913.1,3.3,3.3,DET
159,159,161,Kentavious Caldwell-Pope 2016,Andre Drummond 2016,Tobias Harris 2016,Reggie Jackson 2016,Marcus Morris 2016,461.41,4.1,4.1,DET
160,160,162,Kentavious Caldwell-Pope 2016,Andre Drummond 2016,Reggie Jackson 2016,Marcus Morris 2016,Anthony Tolliver 2016,168.26,9.1,8.123816145833333,DET
161,161,163,Aron Baynes 2016,Steve Blake 2016,Stanley Johnson 2016,Marcus Morris 2016,Anthony Tolliver 2016,159.28,14.7,12.400227083333332,DET
162,162,164,Andre Drummond 2016,Ersan Ilyasova 2016,Reggie Jackson 2016,Stanley Johnson 2016,Marcus Morris 2016,101.36,-5.6,-2.3874729166666664,DET
163,163,165,Kentavious Caldwell-Pope 2016,Andre Drummond 2016,Ersan Ilyasova 2016,Reggie Jackson 2016,Stanley Johnson 2016,94.11,-12.7,-5.61062265625,DET
164,164,166,Aron Baynes 2016,Steve Blake 2016,Kentavious Caldwell-Pope 2016,Stanley Johnson 2016,Anthony Tolliver 2016,82.4,-4.5,-1.2433958333333333,DET
165,165,167,Kentavious Caldwell-Pope 2016,Andre Drummond 2016,Reggie Jackson 2016,Stanley Johnson 2016,Marcus Morris 2016,79.32,19.1,8.597871875000001,DET
166,166,168,Aron Baynes 2016,Brandon Jennings 2016,Stanley Johnson 2016,Marcus Morris 2016,Anthony Tolliver 2016,74.13,-4.7,-1.0748835937499992,DET
167,167,169,Kentavious Caldwell-Pope 2016,Andre Drummond 2016,Reggie Jackson 2016,Stanley Johnson 2016,Anthony Tolliver 2016,72.22,-4.8,-1.0537557291666664,DET
168,168,170,Aron Baynes 2016,Kentavious Caldwell-Pope 2016,Tobias Harris 2016,Reggie Jackson 2016,Marcus Morris 2016,60.08,7.2,3.0809354166666667,DET
169,169,171,Aron Baynes 2016,Kentavious Caldwell-Pope 2016,Brandon Jennings 2016,Stanley Johnson 2016,Anthony Tolliver 2016,59.13,27.0,9.149053906250002,DET
170,170,172,Aron Baynes 2016,Kentavious Caldwell-Pope 2016,Ersan Ilyasova 2016,Reggie Jackson 2016,Marcus Morris 2016,53.51,-16.5,-3.729346614583333,DET
171,171,173,Andre Drummond 2016,Brandon Jennings 2016,Stanley Johnson 2016,Marcus Morris 2016,Anthony Tolliver 2016,51.55,11.6,3.99594921875,DET
172,172,174,Steve Blake 2016,Kentavious Caldwell-Pope 2016,Andre Drummond 2016,Stanley Johnson 2016,Anthony Tolliver 2016,47.57,37.2,10.123136197916667,DET
173,173,175,Aron Baynes 2016,Darrun Hilliard 2016,Brandon Jennings 2016,Stanley Johnson 2016,Anthony Tolliver 2016,46.23,24.9,6.91031171875,DET
174,174,176,Aron Baynes 2016,Steve Blake 2016,Darrun Hilliard 2016,Stanley Johnson 2016,Anthony Tolliver 2016,42.52,-23.3,-4.221836458333334,DET
175,175,177,Steve Blake 2016,Andre Drummond 2016,Stanley Johnson 2016,Marcus Morris 2016,Anthony Tolliver 2016,41.54,-31.3,-5.8275921875,DET
176,176,178,Steve Blake 2016,Kentavious Caldwell-Pope 2016,Andre Drummond 2016,Tobias Harris 2016,Stanley Johnson 2016,40.29,-28.2,-4.965455468749999,DET
177,177,179,Aron Baynes 2016,Steve Blake 2016,Reggie Bullock 2016,Darrun Hilliard 2016,Marcus Morris 2016,36.19,-2.5,0.5066460937500005,DET
178,178,180,Harrison Barnes 2016,Andrew Bogut 2016,Stephen Curry 2016,Draymond Green 2016,Klay Thompson 2016,551.05,13.3,13.3,GSW
179,179,181,Andrew Bogut 2016,Stephen Curry 2016,Draymond Green 2016,Brandon Rush 2016,Klay Thompson 2016,253.3,15.5,15.5,GSW
180,180,182,Harrison Barnes 2016,Stephen Curry 2016,Draymond Green 2016,Andre Iguodala 2016,Klay Thompson 2016,171.47,45.6,42.76482838541667,GSW
181,181,183,Andrew Bogut 2016,Stephen Curry 2016,Draymond Green 2016,Andre Iguodala 2016,Klay Thompson 2016,155.23,31.7,29.28409609375,GSW
182,182,184,Harrison Barnes 2016,Stephen Curry 2016,Festus Ezeli 2016,Draymond Green 2016,Klay Thompson 2016,140.52,6.1,9.581603125,GSW
183,183,185,Stephen Curry 2016,Festus Ezeli 2016,Draymond Green 2016,Andre Iguodala 2016,Klay Thompson 2016,125.06,30.1,26.259666145833336,GSW
184,184,186,Leandro Barbosa 2016,Harrison Barnes 2016,Andre Iguodala 2016,Shaun Livingston 2016,Marreese Speights 2016,87.2,-8.1,6.738479166666669,GSW
185,185,187,Harrison Barnes 2016,Stephen Curry 2016,Draymond Green 2016,Shaun Livingston 2016,Klay Thompson 2016,86.49,19.5,19.27194453125,GSW
186,186,188,Stephen Curry 2016,Festus Ezeli 2016,Draymond Green 2016,Andre Iguodala 2016,Shaun Livingston 2016,75.52,43.8,28.80623333333333,GSW
187,187,189,Harrison Barnes 2016,Stephen Curry 2016,Draymond Green 2016,Brandon Rush 2016,Klay Thompson 2016,61.06,20.2,19.439593229166668,GSW
188,188,190,Andrew Bogut 2016,Stephen Curry 2016,Draymond Green 2016,Shaun Livingston 2016,Klay Thompson 2016,55.2,35.6,23.8330625,GSW
189,189,191,Leandro Barbosa 2016,Harrison Barnes 2016,Festus Ezeli 2016,Andre Iguodala 2016,Shaun Livingston 2016,52.43,-7.7,11.770741927083336,GSW
190,190,192,Leandro Barbosa 2016,Harrison Barnes 2016,Shaun Livingston 2016,Brandon Rush 2016,Marreese Speights 2016,45.44,4.5,15.633216666666666,GSW
191,191,193,Stephen Curry 2016,Draymond Green 2016,Andre Iguodala 2016,Shaun Livingston 2016,Klay Thompson 2016,43.21,6.6,16.275224739583333,GSW
192,192,194,Leandro Barbosa 2016,Festus Ezeli 2016,Andre Iguodala 2016,Shaun Livingston 2016,Marreese Speights 2016,42.02,14.3,18.0377828125,GSW
193,193,195,Harrison Barnes 2016,Stephen Curry 2016,Draymond Green 2016,James Michael McAdoo 2016,Klay Thompson 2016,38.15,-7.4,13.822485677083336,GSW
194,194,196,Harrison Barnes 2016,Andre Iguodala 2016,Shaun Livingston 2016,Marreese Speights 2016,Klay Thompson 2016,37.57,22.4,19.73366953125,GSW
195,195,197,Leandro Barbosa 2016,Stephen Curry 2016,Festus Ezeli 2016,Draymond Green 2016,Andre Iguodala 2016,34.01,10.6,17.582005989583333,GSW
196,196,198,Stephen Curry 2016,Festus Ezeli 2016,Draymond Green 2016,Brandon Rush 2016,Klay Thompson 2016,33.25,44.1,23.41702473958333,GSW
